Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
020000,020000 KS,020000_KS,HANDSOME Corp,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury","Handsome Co., Ltd. manufactures and retails women's and men's apparel, furs, and accessories.  The Company provides its products to domestic department stores."
020150,020150 KS,020150_KS,"ILJIN Materials Co., Ltd",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,"Lotte Energy Materials Corporation manufactures and distributes electric foils. The Company produces printed circuit board and lithium ion secondary batteries elecfoil, electrolytic and epoxy copper foil, electrolytic capacitor aluminum foil, and other related products. Lotte Energy Materials also offers energy and glass and window construction services."
020560,020560 KS,020560_KS,"Asiana Airlines, Inc",Industrials,Transportation,Passenger Airlines,Passenger Airlines,"Asiana Airlines, a subsidiary of Kumho Group, provides air cargo and passenger transportation services throughout South Korea and overseas.  The Company also offers airline catering and on-flight duty free shopping services. Asiana Air operates a web-based electronic reservation and ticketing system and frequent flyer programs."
021240,021240 KS,021240_KS,"Coway Co., Ltd",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances,"Coway Co., Ltd. manufactures and distributes household appliances. The Company produces water purifiers, air purifiers, and other related products. Coway also produces bidets, water softeners, mattresses, clean washers, and other living care products."
023530,023530 KS,023530_KS,"Lotte Shopping Co., Ltd",Consumer Discretionary,Consumer Discretionary Distrib,Broadline Retail,Broadline Retail,"Lotte Shopping Co., Ltd. operates department stores and discount stores in South Korea. The Company retails clothing, household goods, foods, and other items through several branches. Lotte Shopping also operates supermarkets and movie theaters."
024110,024110 KS,024110_KS,Industrial Bank of Korea,Financials,Banks,Banks,Diversified Banks,"Industrial Bank of Korea(IBK) is a policy bank providing development finance and related banking services to support small and medium-sized enterprises in Korea. The Bank provides loans, discount bills, trade finance, deposits, foreign exchange, and payment guarantees. The company also offers services such as credit cards, insurance and smart-phone banking."
026960,026960 KS,026960_KS,Dongsuh,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors,"Dongsuh Companies Inc. imports, manufactures, processes, markets and distributes general food products such as vegetable cooking oils. The Company also produces packaging materials and ceramic products including food and oil containers. Dongsuh has a cooperative relationship with Kraft Foods Inc."
028050,028050 KS,028050_KS,"Samsung Engineering Co., Ltd",Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,"Samsung Engineering Co., Ltd. provides engineering construction and project management services in the domestic and international markets. The Company constructs refinery plants, petrochemical plants, gas plants, hydrocarbon upstream, power plants, metallurgy plant, industrial plants, and water treatment facilities."
028260,028260 KS,028260_KS,Samsung C&T Corporation,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"Samsung C&T Corporation conducts diversified business support services and resort operation activities. The Company offers a range of services in areas including clothing retail, construction, energy, real estate, food service, and resort accommodations. Samsung C&T also operates a resort with amusement rides, a zoo, water park, golf clubs, and restaurants."
028670,028670 KS,028670_KS,"Pan Ocean Co., Ltd",Industrials,Transportation,Marine Transportation,Marine Transportation,"Pan Ocean Co., Ltd. is a shipping company that provides bulk carrier services. The Company operates a fleet consisting of bulkers , tankers , container ships,  Liquefied Natural Gas(LNG) Container and transports cargos including iron ore, coal, grain, and lumber."
029780,029780 KS,029780_KS,"Samsung Card Co., Ltd",Financials,Financial Services,Consumer Finance,Consumer Finance,"Samsung Card Co., Ltd. offers credit card services such as issuing cards, one time payments, installments, and cash advance services. The Company also provides other financial services such as leasing and loan services."
030000,030000 KS,030000_KS,Cheil Worldwide Inc,Communication Services,Media & Entertainment,Media,Advertising,"Cheil Worldwide Inc. provides a wide range of marketing services such as new product development and advertisement, brand management, advertising budget analysis, and advertising effectiveness evaluation.  The Company also creates, prints, publishes, and produces promotional and advertising materials."
030200,030200 KS,030200_KS,KT Corporation,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"KT Corporation operates as an integrated telecom and digital platform service provider. The Company offers principal services include mobile, Broadband, IPTV, B2B communications and fixed-line telephony. KT also through subsidiaries operates media content production, financial, real estate development and commerce."
031430,031430 KS,031430_KS,"Shinsegae International Co., Ltd",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,Shinsegae International Inc was spun off from Shinsegae in 1996.  The company imports and distributes famous foreign brands and manufactures/distribut es domestic brand.  The Company's line of business includes the wholesale distribution of men's and women's apparel.
032350,032350 KS,032350_KS,Lotte Tour Development Ltd,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Lotte Tour Development Co., Ltd. provides various tour package service. The Company franchises travel agencies, offers home-based travel businesses, and provides leisure-travel information.  The Company also engages in property development and building management and operates duty-free shop business."
032640,032640 KS,032640_KS,LG Uplus Corp,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S,"LG Uplus Corp., an affiliate of LG Group, provides a wide range of personal communications services (PCS) using code division multiple access (CDMA) technology.  The Company offers call forwarding, call and data transfer, call waiting, voice mail, Internet-phone, prepaid call, and authentication text-to-speech (TTS) services."
032830,032830 KS,032830_KS,"Samsung Life Insurance Co., Ltd",Financials,Insurance,Insurance,Life & Health Insurance,"Samsung Life Insurance Co., Ltd. provides insurance services. The Company offers life and health insurance services. Samsung Life Insurance serves customers in South Korea."
033780,033780 KS,033780_KS,KT&G Corporation,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco,"KT&G Corporation processes, produces, and sells cigarettes and other tobacco products. The Company, through its subsidiaries, manufactures ginseng products such as red ginseng tea and herbal medicines. KT&G is also involved in real estate development of its former factory sites."
034020,034020 KS,034020_KS,"Doosan Heavy Industries & Construction Co., Ltd",Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,"Doosan Enerbility Co., Ltd. manufactures and distributes construction machines. The Company produces gas turbines, engines, turbine generators, boilers, power plant equipment, and other related products. Doosan Enerbility also offers energy solutions for thermal power, nuclear power, and renewable energy."
034220,034220 KS,034220_KS,"LG Display Co., Ltd",Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components,"LG Display Co., Ltd. develops and manufactures digital display products. The Company's products include thin film transistor-liquid crystal displays (TFT-LCD) for notebook and desktop computer monitors, TVs, mobile phones, and medical equipment."
034730,034730 KS,034730_KS,"SK Holdings Co., Ltd",Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,"SK Inc. operates as a holdings company that is engaged in various ind ustries including energy, chemicals, information technology, semiconductors, mar keting, and services businesses in South Korea and internationally."
035250,035250 KS,035250_KS,"Kangwon Land, Inc",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Kangwon Land, Inc. is a casino and hotel services provider located in the Kangwon province area of South Korea. The Company develops abandoned mines and builds gaming and entertainment facilities.  Kangwon Land operates a number of game tables and slot machines for domestic and international customers under its gaming licenses."
035420,035420 KS,035420_KS,NAVER Corporation,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,"NAVER Corporation provides Internet site with web portal services, such as search engine, online game, and content development. The Company also offers online marketing service through banner advertisement and e-commerce services. NAVER serves customers worldwide."
